date,Overseas,UK,UK average,Overseas average,ratio,ratio average
2020-05-24,34,274,206.14285714285714,28.0,8.058823529411764,6.309731533335232
2020-05-25,39,320,232.28571428571428,30.142857142857142,8.205128205128204,6.451018817479659
2020-05-26,41,369,265.42857142857144,33.142857142857146,9.0,6.6856297350174065
2020-05-27,26,224,273.57142857142856,31.428571428571427,8.615384615384615,6.886976775074123
2020-05-28,48,400,305.85714285714283,34.0,8.333333333333334,6.998087886185234
2020-05-29,44,401,338.2857142857143,38.285714285714285,9.113636363636363,7.032070570167919
2020-05-30,45,249,319.57142857142856,39.57142857142857,5.533333333333333,6.932154112356723
2020-05-31,29,117,297.14285714285717,38.857142857142854,4.0344827586206895,6.876324884113703
2020-06-01,37,171,275.85714285714283,38.57142857142857,4.621621621621622,6.9129287148351795
2020-06-02,63,624,312.2857142857143,41.714285714285715,9.904761904761905,7.14013959918892
2020-06-03,39,515,353.85714285714283,43.57142857142857,13.205128205128204,7.269907608956931
2020-06-04,63,348,346.42857142857144,45.714285714285715,5.523809523809524,7.297496422260029
2020-06-05,25,175,314.14285714285717,43.0,7.0,7.3872923406273765
2020-06-06,40,225,310.7142857142857,42.285714285714285,5.625,7.450667690767432
2020-06-07,36,183,320.14285714285717,43.285714285714285,5.083333333333333,7.50452256605088
2020-06-08,41,246,330.85714285714283,43.857142857142854,6.0,7.518411454939768
2020-06-09,53,260,278.85714285714283,42.42857142857143,4.90566037735849,7.425823853861601
2020-06-10,52,327,252.0,44.285714285714285,6.288461538461538,7.516001220354758
2020-06-11,99,398,259.14285714285717,49.42857142857143,4.02020202020202,7.431248935602473
2020-06-12,61,306,277.85714285714283,54.57142857142857,5.016393442622951,7.078288079128736
2020-06-13,67,246,280.85714285714283,58.42857142857143,3.671641791044776,6.75048266177108
2020-06-14,47,210,284.7142857142857,60.0,4.468085106382978,6.579495117817327
2020-06-15,31,180,275.2857142857143,58.57142857142857,5.806451612903226,6.465272422949472
2020-06-16,48,215,268.85714285714283,57.857142857142854,4.479166666666667,6.249994645171695
2020-06-17,29,155,244.28571428571428,54.57142857142857,5.344827586206897,6.09425383425847
2020-06-18,42,442,250.57142857142858,46.42857142857143,10.523809523809524,6.198562224281145
2020-06-19,44,291,248.42857142857142,44.0,6.613636363636363,6.079514605233525
2020-06-20,53,218,244.42857142857142,42.0,4.113207547169812,6.0118895677971675
2020-06-21,36,126,232.42857142857142,40.42857142857143,3.5,5.98643800786285
2020-06-22,47,245,241.71428571428572,42.714285714285715,5.212765957446808,6.014587738140239
2020-06-23,39,208,240.71428571428572,41.42857142857143,5.333333333333333,5.796900663310307
2020-06-24,22,226,250.85714285714286,40.42857142857143,10.272727272727273,5.657262523672167
2020-06-25,42,228,220.28571428571428,40.42857142857143,5.428571428571429,5.652727376279877
2020-06-26,36,220,210.14285714285714,39.285714285714285,6.111111111111111,5.610399333951834
2020-06-27,36,293,220.85714285714286,36.857142857142854,8.13888888888889,5.730108328660829
2020-06-28,25,225,235.0,35.285714285714285,9.0,5.9166162651687655
2020-06-29,20,161,223.0,31.428571428571427,8.05,6.014235312787814
2020-06-30,23,183,219.42857142857142,29.142857142857142,7.956521739130435,6.159514425253144
2020-07-01,45,208,216.85714285714286,32.42857142857143,4.622222222222222,6.080169695908415
2020-07-02,81,242,218.85714285714286,38.0,2.9876543209876543,6.031000757850587
2020-07-03,45,146,208.28571428571428,39.285714285714285,3.2444444444444445,5.946622234127803
2020-07-04,60,156,188.71428571428572,42.714285714285715,2.6,5.89559167264948
2020-07-05,35,108,172.0,44.142857142857146,3.085714285714286,5.829764490712875
2020-07-06,25,93,162.28571428571428,44.857142857142854,3.72,5.730409652003198
2020-07-07,35,138,155.85714285714286,46.57142857142857,3.942857142857143,5.704871103250363
2020-07-08,31,121,143.42857142857142,44.57142857142857,3.903225806451613,5.636223399452492
2020-07-09,50,184,135.14285714285714,40.142857142857146,3.68,5.310327707842515
2020-07-10,41,113,130.42857142857142,39.57142857142857,2.7560975609756095,5.126635383906288
2020-07-11,28,160,131.0,35.0,5.714285714285714,5.202877201387999
2020-07-12,44,164,139.0,36.285714285714285,3.727272727272727,5.213699712210508
2020-07-13,27,103,140.42857142857142,36.57142857142857,3.814814814814815,5.1471306101804135
2020-07-14,27,109,136.28571428571428,35.42857142857143,4.037037037037037,5.085402215118686
2020-07-15,27,136,138.42857142857142,34.857142857142854,5.037037037037037,4.83608363246677
2020-07-16,72,348,161.85714285714286,38.0,4.833333333333333,4.807738961264956
2020-07-17,43,162,168.85714285714286,38.285714285714285,3.7674418604651163,4.696135663615147
2020-07-18,53,279,185.85714285714286,41.857142857142854,5.264150943396227,4.559243380496449
2020-07-19,32,141,182.57142857142858,40.142857142857146,4.40625,4.340493380496449
2020-07-20,38,149,189.14285714285714,41.714285714285715,3.9210526315789473,4.143876839143065
2020-07-21,36,122,191.0,43.0,3.388888888888889,3.926370512941087
2020-07-22,25,101,186.0,42.714285714285715,4.04,3.898645645216219
